start_time,end_time,device_addr,stream,pool_type,size,actual_peak_memory,file_name,line_num,type,producer,task_name,node_name
2385,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2386,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2387,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2388,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2389,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2390,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2391,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2392,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2393,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2394,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2395,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2396,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2397,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2398,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2399,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2400,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2401,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2402,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2403,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2404,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2405,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2406,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2407,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2408,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2409,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2410,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2411,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2412,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2413,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2414,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2415,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2416,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2417,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2418,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2419,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2420,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2421,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2422,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2423,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2424,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2425,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2426,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2427,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2428,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2429,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2430,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2431,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2432,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2433,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2434,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2435,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2436,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2437,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2438,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2439,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2440,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2441,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2442,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2443,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2444,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2445,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2446,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2447,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2448,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2449,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2450,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2451,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2452,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2453,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2454,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2455,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2456,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2457,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2458,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2459,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2460,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2461,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2462,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2463,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2464,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2465,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2466,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2467,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2468,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2469,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2470,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2471,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2472,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2473,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2474,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2475,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2476,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2477,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2478,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2479,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2480,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2481,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2482,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2483,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2484,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2485,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2486,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2487,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2488,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2489,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2490,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2491,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2492,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2493,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2494,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2495,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2496,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2497,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2498,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2499,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2500,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2501,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2502,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2503,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2504,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2505,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2506,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2507,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2508,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2509,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2510,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2511,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2512,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2513,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2514,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2515,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2516,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2517,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2518,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2519,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2520,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2521,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2522,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2523,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2524,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2525,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2526,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2527,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2528,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2529,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2530,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2531,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2532,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2533,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2534,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2535,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2536,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2537,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2538,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2539,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2540,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2541,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2542,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2543,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2544,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2545,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2546,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2547,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2548,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2549,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2550,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2551,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2552,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2553,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2554,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2555,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2556,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2557,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2558,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2559,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2560,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2561,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2562,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2563,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2564,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2565,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2566,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2567,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2568,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2569,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2570,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2571,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2572,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2573,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2574,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2575,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2576,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2577,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2578,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2579,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2580,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2581,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2582,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2583,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2584,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2585,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2586,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2587,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2588,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2589,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2590,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2591,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2592,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2593,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2594,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2595,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2596,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2597,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2598,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2599,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2600,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2601,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2602,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2603,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2604,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2605,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2606,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2607,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2608,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2609,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2610,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2611,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2612,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2613,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2614,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2615,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2616,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2617,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2618,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2619,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2620,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2621,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2622,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2623,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2624,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2625,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2626,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2627,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2628,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2629,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2630,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2631,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2632,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2633,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2634,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2635,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2636,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2637,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2638,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2639,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2640,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2641,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2642,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2643,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2644,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2645,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2646,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2647,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2648,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2649,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2650,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2651,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2652,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2653,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2654,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2655,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2656,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2657,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2658,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2659,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2660,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2661,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2662,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2663,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2664,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2665,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2666,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2667,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2668,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2669,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2670,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2671,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2672,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2673,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
2674,9.22337E+18,0x12345,0,Ascend,100,100,mindspore,911,Pynative,1,Pynative,node
